,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
465,1650726,1528102934.81923,0,1,2,1,1,57324,192.168.100.3,4,10,1512,4,1,1528102962.8392801,474,28.020052000000003,3.4e-05,5.8e-05,0.000135,0.0,0.000135,6,4,746,766,0.321199,0.17844400000000002,0.249628,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356887,0.493103,1075,480,1,0,0
466,1650727,1528102934.81954,0,1,2,1,3,41850,192.168.100.3,4,10,1708,4,1,1528102948.81181,475,13.992265,0.655724,0.927265,1.967172,0.0,1.967074,6,4,942,766,0.643213,0.35734,0.24947600000000006,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714681,0.493103,1075,453,1,0,0
467,1650728,1528102934.81973,0,1,2,1,1,57326,192.168.100.3,4,10,1497,4,1,1528102962.8393,476,28.019567,3.8e-05,6.6e-05,0.000153,0.0,0.000153,6,4,731,766,0.321204,0.178447,0.249472,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356893,0.493103,1075,480,1,0,0
468,1650729,1528102934.81984,0,1,2,1,3,41852,192.168.100.3,4,10,1586,4,1,1528102948.81183,477,13.991985,0.654433,0.925456,1.963298,0.0,1.963225,6,4,820,766,0.643225,0.357347,0.249402,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714695,0.493103,1075,453,1,0,0
469,1650730,1528102934.82026,0,1,2,1,3,41854,192.168.100.3,4,10,1746,4,1,1528102948.81184,478,13.991585999999998,0.6544449999999999,0.92546,1.963334,0.0,1.963242,6,4,980,766,0.6432439999999999,0.357358,0.249411,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714715,0.493103,1075,453,1,0,0
470,1650731,1528102934.82058,0,1,2,1,1,57328,192.168.100.3,4,10,1526,4,1,1528102962.83931,479,28.018732,4e-05,7e-05,0.000162,0.0,0.000162,6,4,760,766,0.321214,0.178452,0.249408,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356904,0.493103,1075,480,1,0,0
471,1650732,1528102934.82058,0,1,2,1,3,41856,192.168.100.3,4,10,1508,4,1,1528102948.8118699,480,13.991284,0.6544270000000001,0.925455,1.96328,0.0,1.963218,6,4,742,766,0.643258,0.357365,0.249417,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714731,0.493103,1075,453,1,0,0
472,1650733,1528102934.82081,0,1,2,1,3,41858,192.168.100.3,4,10,1524,4,1,1528102948.8119,481,13.991085,0.654467,0.925495,1.9634,0.0,1.963314,6,4,758,766,0.643267,0.35737,0.249423,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714741,0.493103,1075,453,1,0,0
473,1650734,1528102934.82113,0,1,2,1,3,41860,192.168.100.3,4,10,1584,4,1,1528102948.8119302,482,13.990803,0.653239,0.923577,1.959718,0.0,1.959374,6,4,818,766,0.64328,0.35737800000000003,0.249347,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714755,0.493103,1075,453,1,0,0
474,1650735,1528102934.8211699,0,1,2,1,1,57330,192.168.100.3,4,10,1602,4,1,1528102962.8393302,483,28.018162,4.9e-05,8.4e-05,0.000195,0.0,0.000195,6,4,836,766,0.32122,0.178456,0.249338,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.35691100000000003,0.493103,1075,480,1,0,0
475,1650736,1528102934.82143,0,1,2,1,3,41862,192.168.100.3,4,10,1568,4,1,1528102948.81196,484,13.990529,0.653295,0.923557,1.959884,0.0,1.959402,6,4,802,766,0.643292,0.357385,0.249353,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714769,0.493103,1075,453,1,0,0
476,1650737,1528102934.82191,3,3,2,1,3,41864,192.168.100.3,4,10,1543,4,1,1528102948.81199,485,13.990082,0.653157,0.923698,1.959471,0.0,1.959463,6,4,777,766,0.643313,0.357396,0.249364,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714792,0.493103,1075,453,1,0,0
477,1650738,1528102934.82192,0,1,2,1,1,57332,192.168.100.3,4,10,1608,4,1,1528102962.83934,486,28.017422,2.2e-05,3.7e-05,8.6e-05,0.0,8.6e-05,6,4,842,766,0.321229,0.17845999999999998,0.249353,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356921,0.493103,1075,480,1,0,0
478,1650739,1528102934.8220198,0,1,2,1,3,41866,192.168.100.3,4,10,1611,4,1,1528102948.8120198,487,13.989994,0.653191,0.923671,1.959572,0.0,1.959459,6,4,845,766,0.643317,0.357398,0.249365,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714797,0.493103,1075,453,1,0,0
479,1650740,1528102934.8222802,0,1,2,1,3,41868,192.168.100.3,4,10,1493,4,1,1528102948.81203,488,13.989759,0.6531899999999999,0.923683,1.95957,0.0,1.959475,6,4,727,766,0.643328,0.357404,0.249371,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714809,0.493103,1075,453,1,0,0
480,1650741,1528102934.8223,0,1,2,1,1,57334,192.168.100.3,4,10,1656,4,1,1528102962.83936,489,28.017056,2.6e-05,4.5e-05,0.000104,0.0,0.000104,6,4,890,766,0.321233,0.178463,0.249361,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356925,0.493103,1075,480,1,0,0
481,1650742,1528102934.82251,0,1,2,1,3,41870,192.168.100.3,4,10,1573,4,1,1528102948.81205,490,13.98954,0.653196,0.923697,1.959587,0.0,1.9595,6,4,807,766,0.643338,0.35741,0.249376,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.71482,0.493103,1075,453,1,0,0
482,1650743,1528102934.82271,0,1,2,1,1,57336,192.168.100.3,4,10,1657,4,1,1528102962.83937,491,28.016661,2.4e-05,4.2e-05,9.7e-05,0.0,9.7e-05,6,4,891,766,0.321237,0.178465,0.249284,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.35693,0.493103,1075,480,1,0,0
483,1650744,1528102934.8229198,0,1,2,1,3,41872,192.168.100.3,4,10,1802,4,1,1528102948.81207,492,13.989152,0.651856,0.921804,1.955569,0.0,1.955484,6,4,1036,766,0.643356,0.35742,0.249301,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.7148399999999999,0.493103,1075,453,1,0,0
484,1650745,1528102934.82301,0,1,2,1,1,57338,192.168.100.3,4,10,1597,4,1,1528102962.83938,493,28.016376,2.4e-05,4.1e-05,9.4e-05,0.0,9.4e-05,6,4,831,766,0.321241,0.178467,0.24929,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.35693400000000003,0.493103,1075,480,1,0,0
485,1650746,1528102934.82336,0,1,2,1,1,57340,192.168.100.3,4,10,1618,4,1,1528102962.8394,494,28.016035,2.7e-05,4.7e-05,0.000108,0.0,0.000108,6,4,852,766,0.321245,0.17846900000000002,0.249298,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.35693800000000003,0.493103,1075,480,1,0,0
486,1650747,1528102934.8234,0,1,2,1,3,41874,192.168.100.3,4,10,1820,4,1,1528102948.81209,495,13.988687,0.651964,0.921759,1.955893,0.0,1.955528,6,4,1054,766,0.6433770000000001,0.357432,0.249311,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714863,0.493103,1075,453,1,0,0
487,1650748,1528102934.82371,0,1,2,1,1,57342,192.168.100.3,4,10,1655,4,1,1528102962.83941,496,28.015697,2.6e-05,4.4e-05,0.000102,0.0,0.000102,6,4,889,766,0.321248,0.178471,0.24930500000000005,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356943,0.493103,1075,480,1,0,0
488,1650749,1528102934.82373,0,1,2,1,3,41876,192.168.100.3,4,10,1613,4,1,1528102948.81211,497,13.988376,0.6519699999999999,0.921749,1.95591,0.0,1.95552,6,4,847,766,0.6433909999999999,0.35744000000000004,0.249317,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714879,0.493103,1075,453,1,0,0
489,1650750,1528102934.82398,0,1,2,1,1,57344,192.168.100.3,4,10,1567,4,1,1528102962.83943,498,28.015444,2.1e-05,3.6e-05,8.3e-05,0.0,8.3e-05,6,4,801,766,0.321251,0.178473,0.24931,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356946,0.493103,1075,480,1,0,0
490,1650751,1528102934.82409,0,1,2,1,3,41878,192.168.100.3,4,10,1597,4,1,1528102948.81212,499,13.988035,0.651894,0.921818,1.955682,0.0,1.955541,6,4,831,766,0.643407,0.357448,0.249325,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714897,0.493103,1075,453,1,0,0
491,1650752,1528102934.82425,0,1,2,1,1,57346,192.168.100.3,4,10,1584,4,1,1528102962.83944,500,28.015188,2.3e-05,3.9e-05,9.1e-05,0.0,9.1e-05,6,4,818,766,0.321254,0.178475,0.249316,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356949,0.493103,1075,480,1,0,0
492,1650753,1528102934.82443,0,1,2,1,3,41880,192.168.100.3,4,10,1599,4,1,1528102948.81214,501,13.987717000000002,0.65059,0.919919,1.951771,0.0,1.951552,6,4,833,766,0.643422,0.357456,0.249249,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714913,0.493103,1075,453,1,0,0
493,1650754,1528102934.8245301,0,1,2,1,1,57348,192.168.100.3,4,10,1535,4,1,1528102962.83945,502,28.014929,3.1e-05,5.3e-05,0.000123,0.0,0.000123,6,4,769,766,0.321257,0.178476,0.249241,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356953,0.493103,1075,480,1,0,0
494,1650755,1528102934.82472,0,1,2,1,3,41882,192.168.100.3,4,10,1604,4,1,1528102948.81216,503,13.987447,0.650566,0.919949,1.951699,0.0,1.95157,6,4,838,766,0.6434340000000001,0.35746300000000003,0.249255,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.7149270000000001,0.493103,1075,453,1,0,0
495,1650756,1528102934.82478,0,1,2,1,1,57350,192.168.100.3,4,10,1539,4,1,1528102962.83947,504,28.014685,2.4e-05,4.2e-05,9.6e-05,0.0,9.6e-05,6,4,773,766,0.32126,0.178478,0.249246,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356956,0.493103,1075,480,1,0,0
496,1650757,1528102934.8250802,0,1,2,1,3,41884,192.168.100.3,4,10,1652,4,1,1528102948.81218,505,13.987106,0.6506310000000001,0.91993,1.951893,0.0,1.951608,6,4,886,766,0.64345,0.357472,0.249263,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.7149439999999999,0.493103,1075,453,1,0,0
497,1650758,1528102934.82518,0,1,2,1,1,57352,192.168.100.3,4,10,1642,4,1,1528102962.8394802,506,28.014301,1.9e-05,3.2e-05,7.5e-05,0.0,7.5e-05,6,4,876,766,0.321264,0.17848,0.249255,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.35696100000000003,0.493103,1075,480,1,0,0
498,1650759,1528102934.82536,0,1,2,1,3,41886,192.168.100.3,4,10,1532,4,1,1528102948.81223,507,13.986863,0.649306,0.918054,1.947919,0.0,1.94763,6,4,766,766,0.643461,0.357478,0.249185,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714957,0.493103,1075,453,1,0,0
499,1650760,1528102934.82542,0,1,2,1,1,57354,192.168.100.3,4,10,1477,4,1,1528102962.8395,508,28.014072,1.9e-05,3.2e-05,7.5e-05,0.0,7.5e-05,6,4,711,766,0.321267,0.178482,0.24926,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.35696300000000003,0.493103,1075,480,1,0,0
500,1650761,1528102934.82565,0,1,2,1,3,41888,192.168.100.3,4,10,1550,4,1,1528102948.8122401,509,13.986589000000002,0.649345,0.918042,1.948035,0.0,1.947653,6,4,784,766,0.643474,0.357485,0.249191,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714971,0.493103,1075,453,1,0,0
501,1650762,1528102934.82569,0,1,2,1,1,57356,192.168.100.3,4,10,1557,4,1,1528102962.83951,510,28.013817,2.2e-05,3.8e-05,8.7e-05,0.0,8.7e-05,6,4,791,766,0.32127,0.178483,0.249183,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.35696700000000003,0.493103,1075,480,1,0,0
502,1650763,1528102934.82595,0,1,2,1,1,57358,192.168.100.3,4,10,1533,4,1,1528102962.83952,511,28.013573,3.4e-05,5.8e-05,0.000134,0.0,0.000134,6,4,767,766,0.321273,0.178485,0.249188,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.35697,0.493103,1075,480,1,0,0
503,1650764,1528102934.826,0,1,2,1,3,41890,192.168.100.3,4,10,1641,4,1,1528102948.81226,512,13.986256,0.64925,0.918097,1.94775,0.0,1.947635,6,4,875,766,0.643489,0.357494,0.249198,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.714988,0.493103,1075,453,1,0,0
504,1650765,1528102934.82625,0,1,2,1,1,57360,192.168.100.3,4,10,1575,4,1,1528102962.83954,513,28.01329,2.6e-05,4.5e-05,0.000103,0.0,0.000103,6,4,809,766,0.321276,0.17848699999999998,0.249194,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356973,0.493103,1075,480,1,0,0
505,1650766,1528102934.82632,0,1,2,1,3,41892,192.168.100.3,4,10,1628,4,1,1528102948.8122802,514,13.985954,0.6492640000000001,0.918119,1.947792,0.0,1.94768,6,4,862,766,0.6435029999999999,0.357502,0.249205,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.7150029999999999,0.493103,1075,453,1,0,0
506,1650767,1528102934.8265,0,1,2,1,1,57362,192.168.100.3,4,10,1558,4,1,1528102962.83955,515,28.013044,2.3e-05,4e-05,9.2e-05,0.0,9.2e-05,6,4,792,766,0.321279,0.178488,0.2492,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356977,0.493103,1075,480,1,0,0
507,1650768,1528102934.82665,0,1,2,1,3,41894,192.168.100.3,4,10,1622,4,1,1528102948.8123,516,13.985646,0.6479590000000001,0.916174,1.943877,0.0,1.943625,6,4,856,766,0.643517,0.357509,0.249128,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.715019,0.493103,1075,453,1,0,0
508,1650769,1528102934.82687,4,2,2,1,3,41896,192.168.100.3,4,11,1914,4,1,1528102948.81231,517,13.985438,0.716483,0.871792,2.149448,8e-06,1.943644,7,4,1148,766,0.715029,0.429018,0.249132,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.786532,0.493103,1075,453,1,0,0
509,1650770,1528102934.82721,0,1,2,1,1,57364,192.168.100.3,4,10,1679,4,1,1528102962.83956,518,28.012348,2.3e-05,4e-05,9.3e-05,0.0,9.3e-05,6,4,913,766,0.321287,0.178493,0.249131,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.356985,0.493103,1075,480,1,0,0
510,1650771,1528102934.8274698,4,2,2,1,3,41898,192.168.100.3,4,11,1626,4,1,1528102948.81233,519,13.984861,0.981665,0.793618,2.944994,0.0,1.94366,7,4,860,766,0.715059,0.4290350000000001,0.249145,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.786565,0.493103,1075,453,1,0,0
511,1650772,1528102934.82748,4,2,2,1,1,57366,192.168.100.3,4,13,1807,4,1,1528102962.83958,520,28.0121,0.608356,1.216645,3.041779,0.0,3.041645,9,4,1041,766,0.428386,0.285591,0.252355,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.464085,0.493103,1075,480,1,0,0
512,1650773,1528102935.09251,4,2,2,1,2,55554,192.168.100.3,4,20,4066,4,1,1528102983.95487,522,48.862354,1.055918,1.495136,6.33551,0.0,3.296264,16,4,3300,766,0.388847,0.306985,0.359546,4066,191880,20,1075,1075,1075,0.409313,0.493103,100,1,0.409313,0.493103,1075,20,1,0,0
513,1650774,1528102942.99321,4,2,2,1,1,57470,192.168.100.3,4,15,4420,4,1,1528102962.8403,681,19.847092,0.834432,1.437329,3.337727,0.0,3.3239400000000003,12,3,3720,700,0.705393,0.554237,0.10077,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.755778,0.493103,1075,480,1,0,0
514,1650775,1528102942.99365,4,2,2,1,1,57472,192.168.100.3,4,15,4556,4,1,1528102962.8403099,682,19.846657,0.834368,1.437106,3.337474,0.0,3.32349,12,3,3856,700,0.705408,0.55425,0.100773,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.755795,0.493103,1075,480,1,0,0
515,1650776,1528102937.1243,4,2,2,1,4,54468,192.168.100.3,4,18,5487,4,1,1528102982.1991599,543,45.074856,0.475351,1.164351,3.327457,0.0,3.327417,14,4,4721,766,0.37715,0.288409,0.079341,32495,191880,122,1075,1075,1075,0.345947,0.493103,100,8,0.399336,0.493103,1075,122,1,0,0
516,1650777,1528102937.12466,4,2,2,1,4,54470,192.168.100.3,4,18,5613,4,1,1528102982.1991801,544,45.074524,0.475303,1.164215,3.327119,0.0,3.327036,14,4,4847,766,0.377153,0.28841100000000003,0.079342,32495,191880,122,1075,1075,1075,0.345947,0.493103,100,8,0.399339,0.493103,1075,122,1,0,0
517,1650778,1528102944.01388,0,1,2,1,1,57476,192.168.100.3,4,10,1519,4,1,1528102962.8403301,684,18.82646,1.605434,2.270427,4.816303,0.0,4.816303,6,4,753,766,0.478051,0.26558400000000004,0.303299,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.5311670000000001,0.493103,1075,480,1,0,0
518,1650779,1528102944.01442,0,1,2,1,1,57478,192.168.100.3,4,10,1589,4,1,1528102962.84035,685,18.825928,1.6053309999999998,2.27028,4.815992,0.0,4.815992,6,4,823,766,0.478064,0.265591,0.303195,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.5311819999999999,0.493103,1075,480,1,0,0
519,1650780,1528102944.01508,0,1,2,1,1,57480,192.168.100.3,4,10,1635,4,1,1528102962.84036,686,18.825279,1.605159,2.270038,4.815477,0.0,4.815477,6,4,869,766,0.478081,0.2656,0.303337,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.531201,0.493103,1075,480,1,0,0
520,1650781,1528102944.01557,0,1,2,1,1,57482,192.168.100.3,4,10,1560,4,1,1528102962.84037,687,18.824799,1.605048,2.2698810000000003,4.815144,0.0,4.815144,6,4,794,766,0.4780930000000001,0.26560700000000004,0.303352,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.5312140000000001,0.493103,1075,480,1,0,0
521,1650782,1528102944.01621,0,1,2,1,1,57484,192.168.100.3,4,10,1646,4,1,1528102962.8403802,688,18.824167000000006,1.604888,2.269654,4.814664,0.0,4.814664,6,4,880,766,0.478109,0.265616,0.303371,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.5312319999999999,0.493103,1075,480,1,0,0
522,1650783,1528102944.01661,0,1,2,1,1,57486,192.168.100.3,4,10,1531,4,1,1528102962.84039,689,18.823786,1.604817,2.269553,4.81445,0.0,4.81445,6,4,765,766,0.478118,0.265621,0.303385,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.531243,0.493103,1075,480,1,0,0
523,1650784,1528102944.0171099,0,1,2,1,1,57488,192.168.100.3,4,10,1551,4,1,1528102962.84041,690,18.823292,1.604714,2.2694080000000003,4.814142,0.0,4.814142,6,4,785,766,0.478131,0.26562800000000003,0.30340100000000003,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.531257,0.493103,1075,480,1,0,0
524,1650785,1528102944.0178099,0,1,2,1,1,57490,192.168.100.3,4,10,1690,4,1,1528102962.84042,691,18.822607,1.6045280000000002,2.269145,4.813584,0.0,4.813584,6,4,924,766,0.478148,0.265638,0.303422,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.531276,0.493103,1075,480,1,0,0
525,1650786,1528102944.01828,0,1,2,1,1,57492,192.168.100.3,4,10,1532,4,1,1528102962.84043,692,18.822151,1.604441,2.269023,4.813324,0.0,4.813324,6,4,766,766,0.47816,0.265644,0.303313,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.531289,0.493103,1075,480,1,0,0
526,1650787,1528102944.01884,0,1,2,1,1,57494,192.168.100.3,4,10,1683,4,1,1528102962.84044,693,18.821598,1.60432,2.268851,4.81296,0.0,4.81296,6,4,917,766,0.478174,0.265652,0.303454,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.531305,0.493103,1075,480,1,0,0
527,1650788,1528102944.01911,4,2,2,1,1,57496,192.168.100.3,4,15,3433,4,1,1528102962.84045,694,18.821348,1.604279,2.268793,4.812836,0.0,4.812836,11,4,2667,766,0.7438359999999999,0.531312,0.30346300000000004,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.796967,0.493103,1075,480,1,0,0
528,1650789,1528102937.12502,4,2,2,1,4,54472,192.168.100.3,4,20,5598,4,1,1528102982.1991801,545,45.074165,0.904954,1.432485,6.334681,0.0,3.295917,16,4,4832,766,0.421528,0.332785,0.127227,32495,191880,122,1075,1075,1075,0.345947,0.493103,100,8,0.443713,0.493103,1075,122,1,0,0
529,1650790,1528102944.29249,4,2,2,1,4,54474,192.168.100.3,4,18,5522,4,1,1528102982.1992,695,37.906712,1.703803,2.087066,8.519016,0.0,4.319262,14,4,4756,766,0.448469,0.342947,0.127209,32495,191880,122,1075,1075,1075,0.345947,0.493103,100,8,0.47485,0.493103,1075,122,1,0,0
530,1650791,1528102945.0376198,4,2,2,1,1,57498,192.168.100.3,4,12,1776,4,1,1528102962.84046,696,17.802841,1.265471,1.7896459999999998,3.796413,0.0,3.796413,8,4,1010,766,0.617879,0.393196,0.33831500000000003,81026,191880,480,1075,1075,1075,0.413391,0.493103,100,46,0.67405,0.493103,1075,480,1,0,0
531,1650792,1528102945.31641,4,2,2,1,4,54476,192.168.100.3,4,15,4163,4,1,1528102982.19921,697,36.882801,1.172499,1.658165,3.517498,0.0,3.517498,11,4,3397,766,0.379581,0.271129,0.349186,32495,191880,122,1075,1075,1075,0.345947,0.493103,100,8,0.406694,0.493103,1075,122,1,0,0
532,1650793,1528102946.34045,4,2,2,1,4,54478,192.168.100.3,4,13,2948,4,1,1528102982.1992302,698,35.85878,0.830565,1.174596,2.491695,0.0,2.491695,9,4,2182,766,0.334646,0.223097,0.396437,32495,191880,122,1075,1075,1075,0.345947,0.493103,100,8,0.362533,0.493103,1075,122,1,0,0
533,1650794,1528102940.9219801,4,2,2,1,3,41976,192.168.100.3,4,11,2924,4,1,1528102948.81356,565,7.891578999999999,1.506868,0.680135,3.013736,0.8267329999999999,2.187003,8,3,2224,700,1.267174,0.887021,0.350596,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,1.39389,0.493103,1075,453,1,0,0
534,1650795,1528102935.82919,0,1,2,1,3,41900,192.168.100.3,4,10,1736,4,1,1528102948.81235,523,12.983157,0.648033,0.916204,1.944099,0.0,1.943741,6,4,970,766,0.693206,0.385114,0.271753,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.7702289999999999,0.493103,1075,453,1,0,0
535,1650796,1528102935.82953,0,1,2,1,3,41902,192.168.100.3,4,10,1662,4,1,1528102948.8123698,524,12.982839,0.64822,0.916083,1.94466,0.0,1.943757,6,4,896,766,0.6932229999999999,0.385124,0.271762,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.7702479999999999,0.493103,1075,453,1,0,0
536,1650797,1528102935.8307,0,1,2,1,3,41904,192.168.100.3,4,10,1693,4,1,1528102948.81239,525,12.981693,0.647962,0.916289,1.943885,0.0,1.94379,6,4,927,766,0.693284,0.385158,0.271791,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.770316,0.493103,1075,453,1,0,0
537,1650798,1528102935.8323698,0,1,2,1,3,41916,192.168.100.3,4,10,1540,4,1,1528102948.81253,531,12.980162,0.646641,0.914434,1.939922,0.0,1.939845,6,4,774,766,0.693366,0.385203,0.271731,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.770406,0.493103,1075,453,1,0,0
538,1650799,1528102935.83094,0,1,2,1,3,41906,192.168.100.3,4,10,1568,4,1,1528102948.8124099,526,12.981464,0.6467149999999999,0.914296,1.940144,0.0,1.939724,6,4,802,766,0.693296,0.385165,0.271696,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.770329,0.493103,1075,453,1,0,0
539,1650800,1528102935.83159,0,1,2,1,3,41910,192.168.100.3,4,10,1573,4,1,1528102948.8124402,528,12.98085,0.6466270000000001,0.914385,1.939881,0.0,1.939762,6,4,807,766,0.693329,0.385183,0.271712,74293,191880,453,1075,1075,1075,0.733689,0.493103,100,45,0.770366,0.493103,1075,453,1,0,0
540,1650801,1528102935.83255,4,2,2,1,3,41918,192.168.100.3,4,11,1617,4,1,1528102948.81255,532,12.979992,0.986693,0.7923,2.960079,0.0,1.939861,7,4,851,766,0.770416,0.46225,0.27173600000000003,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.847458,0.6816949999999999,917,688,1,0,0
541,1650802,1528102935.83133,0,1,2,1,3,41908,192.168.100.3,4,10,1764,4,1,1528102948.8124301,527,12.981096,0.6466189999999999,0.914375,1.939857,0.0,1.939741,6,4,998,766,0.6933159999999999,0.385175,0.271706,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.770351,0.6816949999999999,917,688,1,0,0
542,1650803,1528102935.83194,0,1,2,1,3,41912,192.168.100.3,4,10,1674,4,1,1528102948.81246,529,12.98052,0.6466350000000001,0.914424,1.939906,0.0,1.939826,6,4,908,766,0.693347,0.385193,0.271722,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.770385,0.6816949999999999,917,688,1,0,0
543,1650804,1528102935.83217,0,1,2,1,3,41914,192.168.100.3,4,10,1561,4,1,1528102948.81249,530,12.980318,0.646649,0.914443,1.939947,0.0,1.939867,6,4,795,766,0.693357,0.385199,0.271728,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.770397,0.6816949999999999,917,688,1,0,0
544,1650805,1528102936.85309,0,1,2,1,3,41920,192.168.100.3,4,10,1598,4,1,1528102948.8125699,534,11.959481,3.458735,1.518787,6.9174690000000005,1.939947,4.977522,6,4,832,766,0.752541,0.418078,0.299415,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.8361569999999999,0.6816949999999999,917,688,1,0,0
545,1650806,1528102936.85339,0,1,2,1,3,41922,192.168.100.3,4,10,1581,4,1,1528102948.8126,535,11.959206,3.4586879999999995,1.518701,6.917375999999999,1.939987,4.977389,6,4,815,766,0.752558,0.418088,0.299425,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.836176,0.6816949999999999,917,688,1,0,0
546,1650807,1528102936.85373,0,1,2,1,3,41924,192.168.100.3,4,10,1586,4,1,1528102948.81264,536,11.958904,3.458622,1.518602,6.917242999999999,1.940019,4.977224,6,4,820,766,0.752577,0.418099,0.299435,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.836197,0.6816949999999999,917,688,1,0,0
